Employee_ID,Job_Title,Department,Role_Level,Employee_Persona,Hire_Date,Tenure_Years,Experience_Years,Domain_Expertise_Years,Salary_INR,Salary_to_Experience_Ratio,Performance_Rating_Current,Perf_Hist_1,Perf_Hist_2,Perf_Hist_3,Perf_Trend_Slope,Recent_Performance_Delta,Performance_Volatility,Weekly_Workload_Hours,Workload_to_Capacity_Ratio,Active_Task_Count,Completed_Tasks_30d,Task_Completion_Rate,Task_Overdue_Count,Overtime_Hours_30d,After_Hours_Activity_Hours,Avg_Daily_Meeting_Hours,Task_Switch_Frequency,Focus_Time_Ratio,Avg_Response_Time_Hours,Current_Day_of_Week,Days_Until_Deadline,Is_Quarter_End,Project_Phase,Days_Since_Vacation,Leave_Days_3m,Self_Reported_Stress,Sentiment_Score,Language_Tone_Stress_Index,Physio_Proxy_HRV,Survey_Wellbeing_Score,Skill_Role_Match_Score,Learning_Capacity_Score,Capacity_Score,Team_Size,Direct_Reports_Count,Collaboration_Intensity_Score,Manager_Support_Score,Communication_Frequency_Score,Incoming_Task_Complexity,Incoming_Task_Complexity_Score,Incoming_Task_Estimated_Hours,Incoming_Task_Skill_Match,Incoming_Task_Urgency,Incoming_Task_Urgency_Score,CLI_v2,Risk_Category,Delta_if_Assign,Delta_no_Assign,Recommendation,Attrition_Label
EMP201257,UX Designer,Other,Mid,Balanced,2010-09-20,15.14,19.0,11.4,2161252,0.0,2.5,2.63,2.62,2.5,-0.065,-0.12,0.059,68.53,1.523,10,11,0.5,3,98.7,0.0,0.56,13,0.95,4.33,1,7,0,Maintenance,39,1,4.94,-0.4,1.0,57.34,47.26,1.0,0.63,1.0,20,0,1.0,0.2,0.327,Medium,0.5,13.46,0.82,Medium,0.5,0.463,Medium,-1.8,-0.058,DoNotAssign,0
EMP201258,Staff Engineer,Engineering,Junior,Struggling,2015-08-30,10.2,13.0,10.81,1036114,0.0,1.66,2.65,2.13,1.66,-0.495,-0.47,0.404,25.52,0.81,4,2,0.286,4,2.9,0.0,0.81,7,0.889,2.21,3,14,0,Planning,45,2,5.0,-0.413,1.0,62.16,42.45,0.855,0.606,0.7,3,0,0.23,0.647,0.28,Medium,0.5,15.18,0.903,Medium,0.5,0.384,Medium,-1.025,-0.132,DoNotAssign,0
EMP201259,Software Engineer I,Engineering,Mid,Balanced,2025-06-04,0.44,4.0,0.97,1040656,0.001,2.4,2.08,2.05,2.4,0.16,0.35,0.158,50.92,1.132,6,4,0.364,1,24.8,11.21,3.3,9,0.792,5.33,3,14,0,Development,28,3,4.9,-0.499,0.908,45.22,39.9,0.595,0.979,1.0,15,0,1.0,0.701,0.918,Low,0.25,5.48,0.296,Medium,0.5,0.447,Medium,-1.115,-0.161,DoNotAssign,0
EMP201260,Customer Success Manager,CustomerSuccess,Junior,Balanced,2007-08-05,18.27,21.0,13.99,1359541,0.0,4.79,5.0,5.0,4.79,-0.105,-0.21,0.099,23.81,0.529,5,12,0.667,2,3.7,1.76,2.45,11,0.95,2.44,0,14,0,Development,217,1,2.22,0.751,0.453,86.92,78.64,1.0,0.37,1.0,3,4,0.5,0.814,0.771,Medium,0.5,19.15,1.0,Medium,0.5,0.193,Low,-0.417,-0.0,Assign,0
EMP201261,Account Manager,Sales,Senior,Balanced,2012-10-10,13.08,16.0,12.6,3653049,0.001,4.69,4.3,4.27,4.69,0.195,0.42,0.191,48.69,1.082,10,40,0.784,1,34.4,0.83,2.75,16,0.95,3.75,0,3,0,Development,194,1,3.53,0.012,0.736,65.36,51.63,1.0,0.928,1.0,7,3,0.702,0.552,0.676,Low,0.25,10.67,0.999,Medium,0.5,0.34,Medium,-1.125,-0.073,DoNotAssign,1
EMP201262,C-Level Executive,Executive,Junior,Balanced,2024-06-09,1.42,4.0,2.84,814455,0.001,3.29,3.48,3.47,3.29,-0.095,-0.18,0.087,45.21,1.005,7,17,0.68,1,6.0,4.11,3.77,8,0.652,2.94,3,30,0,Planning,26,4,2.97,0.346,0.763,67.86,48.85,0.588,0.898,1.0,5,4,0.744,0.77,0.802,Critical,1.0,25.5,0.768,Medium,0.5,0.302,Medium,-0.601,-0.0,AssignWithSupport,0
EMP201263,Senior Product Manager,Other,Mid,Balanced,2023-04-17,2.57,4.0,4.0,1028370,0.001,4.72,4.45,4.78,4.72,0.135,-0.06,0.144,20.0,0.444,5,9,0.6,2,0.0,8.48,4.03,10,0.813,3.22,4,14,0,Development,245,5,2.88,0.42,0.564,72.94,64.6,0.842,1.0,1.0,5,6,1.0,0.635,1.0,High,0.75,33.31,0.876,Low,0.25,0.265,Low,-0.558,-0.034,AssignWithSupport,0
EMP201264,Finance Analyst,Finance,Junior,Balanced,2013-03-23,12.64,20.0,10.97,1074903,0.0,3.82,4.98,4.29,3.82,-0.58,-0.47,0.476,39.12,0.869,6,21,0.75,0,2.8,6.51,1.58,9,0.898,2.57,4,1,0,Deployment,9,3,3.5,0.039,0.668,94.55,41.95,1.0,0.773,1.0,7,0,0.398,0.619,0.65,High,0.75,19.4,1.0,Low,0.25,0.294,Low,-0.724,-0.0,AssignWithSupport,0
EMP201265,Director of Engineering,Engineering,Junior,Struggling,2019-07-31,6.28,10.0,8.7,1757888,0.001,1.69,2.29,1.82,1.69,-0.3,-0.13,0.258,48.85,1.551,9,16,0.615,1,46.3,6.83,4.03,14,0.563,4.09,0,30,0,Testing,59,4,4.01,-0.686,0.95,63.18,30.16,0.907,0.711,0.7,3,6,0.948,0.592,0.835,Medium,0.5,16.8,0.864,High,0.75,0.493,Medium,-1.8,-0.191,DoNotAssign,1
EMP201266,Data Scientist II,DataScience,Junior,Balanced,2006-11-01,19.03,20.0,17.72,949945,0.0,3.07,3.0,3.3,3.07,0.035,-0.23,0.128,20.0,0.444,2,2,0.4,1,0.0,0.0,0.38,6,0.95,1.51,0,14,0,Maintenance,181,1,2.5,0.004,0.554,90.69,69.44,1.0,0.691,1.0,10,0,0.396,0.785,0.1,Medium,0.5,11.33,0.994,Low,0.25,0.187,Low,-0.314,-0.159,Assign,0
EMP201267,Business Analyst,Finance,Mid,Sensitive,2019-11-12,6.0,8.0,8.0,757867,0.0,1.66,1.61,1.47,1.66,0.025,0.19,0.08,27.26,0.713,6,11,0.611,1,1.3,6.61,1.59,11,0.807,2.56,2,30,0,Development,202,1,4.49,-0.167,1.0,54.66,42.49,0.645,0.737,0.85,3,0,0.593,0.61,0.713,Medium,0.5,19.62,0.732,Low,0.25,0.361,Medium,-0.972,-0.113,AssignWithSupport,0
EMP201268,Software Engineer I,Engineering,Mid,Struggling,2025-04-17,0.57,6.0,2.08,736678,0.0,1.2,1.82,1.6,1.2,-0.31,-0.4,0.257,69.83,2.217,10,16,0.593,1,92.3,11.13,1.51,13,0.639,8.83,3,3,0,Testing,28,10,5.0,-0.343,1.0,32.65,26.31,0.673,0.657,0.7,10,0,0.84,0.244,0.228,Low,0.25,8.13,0.483,Medium,0.5,0.592,High,-1.8,-0.148,DoNotAssign,1
EMP201269,Business Analyst,Finance,Junior,Sensitive,2016-03-18,9.65,10.0,8.48,458064,0.0,4.1,3.8,4.43,4.1,0.15,-0.33,0.257,58.48,1.529,9,26,0.722,4,45.0,1.31,0.85,14,0.95,6.69,3,7,0,Testing,89,0,4.6,-0.021,1.0,52.66,32.65,1.0,0.785,0.85,7,0,0.32,0.513,0.442,High,0.75,20.97,1.0,Low,0.25,0.46,Medium,-1.8,-0.082,DoNotAssign,0
EMP201270,DevOps Engineer,Engineering,Mid,Resilient,2015-05-26,10.46,10.46,10.46,1479991,0.001,3.1,3.26,3.2,3.1,-0.08,-0.1,0.066,45.86,0.815,10,17,0.607,1,19.0,0.0,1.39,11,0.848,3.77,4,30,0,Maintenance,229,2,3.04,-0.117,0.553,80.39,83.27,0.888,0.767,1.25,5,0,0.625,0.354,0.498,Low,0.25,15.03,0.96,High,0.75,0.295,Low,-0.76,-0.12,AssignWithSupport,0
EMP201271,Senior Software Engineer,Engineering,Senior,Resilient,2008-11-27,16.95,16.95,12.22,1739434,0.0,4.93,5.0,4.85,4.93,-0.035,0.08,0.061,60.65,1.078,10,38,0.776,4,55.5,0.6,1.08,12,0.95,3.09,2,14,0,Development,46,3,3.71,0.282,0.504,107.45,73.48,1.0,0.715,1.25,7,0,0.778,0.393,0.391,Medium,0.5,13.79,1.0,Low,0.25,0.345,Medium,-1.094,-0.06,DoNotAssign,0
EMP201272,Senior Product Manager,Other,Senior,Balanced,2018-03-22,7.64,7.64,7.64,3740506,0.002,2.72,2.9,2.5,2.72,-0.09,0.22,0.164,30.45,0.677,4,4,0.444,0,0.0,0.0,3.98,7,0.671,2.1,0,14,0,Testing,108,1,2.63,-0.224,0.437,63.04,51.76,0.497,0.882,1.0,10,8,1.0,0.505,0.905,Low,0.25,9.06,0.51,High,0.75,0.253,Low,-0.472,-0.067,Assign,0
EMP201273,Staff Engineer,Engineering,Junior,Resilient,2017-04-25,8.54,8.54,8.54,1772182,0.001,3.54,3.03,3.63,3.54,0.255,-0.09,0.264,27.82,0.495,4,6,0.545,1,0.0,0.0,1.64,9,0.937,3.02,1,30,0,Deployment,15,4,1.48,0.281,0.077,96.86,100.0,0.919,0.724,1.25,20,0,1.0,0.973,0.386,Low,0.25,15.38,0.807,Medium,0.5,0.16,Low,-0.245,-0.0,HighPriority,0
EMP201274,Site Reliability Engineer,Engineering,Mid,Resilient,2018-08-07,7.26,7.26,5.68,1111686,0.001,1.93,1.98,2.13,1.93,-0.025,-0.2,0.085,40.92,0.728,7,5,0.385,2,0.0,8.47,2.14,9,0.698,2.18,3,14,0,Deployment,10,0,2.44,0.251,0.387,84.67,79.3,0.706,0.592,1.25,5,0,0.672,0.484,0.517,Medium,0.5,12.62,0.598,Urgent,1.0,0.282,Low,-0.619,-0.009,AssignWithSupport,0
EMP201275,Staff Engineer,Engineering,Junior,Balanced,2005-07-18,20.31,26.0,17.49,911104,0.0,3.03,3.2,3.07,3.03,-0.085,-0.04,0.073,22.78,0.506,4,11,0.688,1,1.5,0.0,0.7,6,0.95,2.96,2,7,0,Deployment,48,1,2.79,0.491,0.498,97.82,80.09,1.0,0.797,1.0,15,0,0.933,0.729,0.131,Critical,1.0,27.07,1.0,Medium,0.5,0.184,Low,-0.511,-0.075,AssignWithSupport,0
EMP201276,Customer Success Manager,CustomerSuccess,Junior,Balanced,2016-06-12,9.41,12.0,8.29,612425,0.0,4.17,4.08,4.08,4.17,0.045,0.09,0.042,38.31,0.851,6,22,0.759,0,0.0,1.06,1.69,8,0.95,4.74,3,14,0,Testing,17,1,3.86,0.113,0.578,79.56,78.08,1.0,1.0,1.0,15,4,1.0,0.647,0.263,Low,0.25,16.02,1.0,Medium,0.5,0.283,Low,-0.441,-0.068,Assign,0
EMP201277,Engineering Manager,Engineering,C-Level,Balanced,2017-05-30,8.45,10.0,7.56,6551823,0.003,3.96,3.95,4.02,3.96,0.005,-0.06,0.031,87.22,1.938,13,34,0.708,3,120.0,15.99,3.4,18,0.723,7.08,4,3,0,Development,15,6,4.85,-0.286,1.0,58.91,29.11,0.988,0.963,1.0,5,3,0.877,0.782,0.995,Medium,0.5,17.27,1.0,Medium,0.5,0.612,High,-1.8,-0.07,DoNotAssign,1
EMP201278,UX Designer,Other,Junior,Workaholic,2009-04-30,16.53,16.53,13.32,1128900,0.0,1.9,1.62,1.84,1.9,0.14,0.06,0.12,20.0,0.404,3,10,0.714,0,4.1,0.0,0.5,6,0.855,5.9,0,30,0,Development,109,1,4.73,0.208,0.819,53.85,59.64,1.0,0.571,1.1,3,0,0.1,0.557,0.1,High,0.75,18.75,1.0,High,0.75,0.272,Low,-0.509,-0.035,AssignWithSupport,0
EMP201279,Finance Analyst,Finance,Mid,Balanced,2009-05-07,16.51,19.0,17.1,1503367,0.0,2.43,1.87,2.03,2.43,0.28,0.4,0.236,30.75,0.683,6,8,0.533,1,0.0,0.83,0.83,9,0.83,4.98,2,1,0,Maintenance,112,0,3.49,-0.464,0.648,64.41,72.53,1.0,0.402,1.0,5,0,0.485,0.748,0.506,Medium,0.5,16.88,0.897,Medium,0.5,0.312,Medium,-0.61,-0.075,AssignWithSupport,0
EMP201280,Data Scientist II,DataScience,Mid,Sensitive,2010-10-06,15.1,15.1,14.69,728594,0.0,4.48,4.37,4.51,4.48,0.055,-0.03,0.06,37.59,0.983,4,11,0.688,0,0.0,0.0,0.4,7,0.95,2.44,2,30,0,Development,39,1,5.0,0.04,1.0,71.81,34.15,1.0,0.889,0.85,20,0,0.841,0.393,0.152,Medium,0.5,14.69,0.907,Medium,0.5,0.325,Medium,-0.445,-0.027,Assign,0
EMP201281,Research Scientist,R&D,Mid,Sensitive,2019-11-05,6.02,8.0,6.71,1427763,0.001,3.35,3.28,3.49,3.35,0.035,-0.14,0.087,70.0,1.83,10,18,0.621,1,105.0,0.0,0.74,14,0.898,9.5,4,7,0,Testing,93,2,5.0,-0.302,0.951,47.15,37.25,0.652,1.0,0.85,15,0,0.842,0.347,0.177,Medium,0.5,16.95,0.629,Low,0.25,0.494,Medium,-1.8,-0.065,DoNotAssign,1
EMP201282,Finance Analyst,Finance,Mid,Struggling,2017-08-24,8.21,16.0,7.37,854551,0.0,2.27,2.52,2.11,2.27,-0.125,0.16,0.169,62.96,1.999,9,11,0.524,3,65.1,8.58,1.96,15,0.771,8.12,4,14,0,Testing,7,5,4.86,-0.824,0.971,48.86,32.74,0.969,0.495,0.7,7,0,0.784,0.404,0.649,Medium,0.5,16.75,1.0,High,0.75,0.595,High,-1.8,-0.098,DoNotAssign,0
EMP201283,Data Scientist I,DataScience,Junior,Resilient,2022-08-23,3.22,7.0,3.72,1079785,0.001,3.61,3.81,3.78,3.61,-0.1,-0.17,0.088,25.13,0.447,4,15,0.75,1,0.0,0.0,1.78,10,0.901,10.860100000000001,2,3,0,Testing,61,1,1.88,-0.305,0.039,96.81,84.16,0.815,0.977,1.25,10,0,0.919,0.624,0.455,Medium,0.5,10.28,0.626,Low,0.25,0.236,Low,-0.316,-0.028,Assign,0
EMP201284,DevOps Engineer,Engineering,Junior,Struggling,2011-03-03,14.69,17.0,15.68,1698389,0.0,2.84,2.53,2.63,2.84,0.155,0.21,0.129,20.0,0.635,4,5,0.5,1,0.0,1.83,1.45,6,0.775,2.52,4,14,0,Development,100,2,5.0,-0.165,0.868,47.76,23.79,1.0,0.287,0.7,10,0,0.66,0.572,0.383,Low,0.25,12.08,1.0,Low,0.25,0.337,Medium,-0.574,-0.08,AssignWithSupport,0
EMP201285,UX Designer,Other,Mid,Sensitive,2024-01-10,1.83,6.0,6.0,2084185,0.001,1.85,1.09,1.46,1.85,0.38,0.39,0.31,49.61,1.297,11,10,0.455,3,39.5,1.95,1.36,15,0.765,4.65,2,30,0,Testing,9,2,4.5,0.237,1.0,39.13,43.37,0.594,0.797,0.85,7,0,0.443,0.581,0.225,Low,0.25,6.42,0.538,High,0.75,0.431,Medium,-1.643,-0.081,DoNotAssign,0
EMP201286,UX Designer,Other,Junior,Struggling,2020-07-06,5.35,7.0,5.86,707285,0.0,4.72,4.94,5.0,4.72,-0.11,-0.28,0.12,21.07,0.669,2,1,0.25,1,0.0,0.0,1.53,10,0.95,2.42,3,3,0,Development,92,2,5.0,-0.029,1.0,52.39,41.0,1.0,1.0,0.7,15,0,1.0,0.761,0.225,Medium,0.5,16.35,0.901,Urgent,1.0,0.324,Medium,-0.791,-0.013,AssignWithSupport,1
EMP201287,Senior Product Manager,Other,Junior,Balanced,2013-03-29,12.62,13.0,11.61,838124,0.0,1.0,1.0,1.26,1.0,0.0,-0.26,0.123,29.14,0.648,5,0,0.0,2,0.9,0.0,2.84,9,0.603,2.27,3,14,0,Testing,32,0,3.58,-0.014,0.674,80.07,48.74,0.653,0.503,1.0,10,4,1.0,0.421,0.796,Low,0.25,13.64,0.806,High,0.75,0.316,Medium,-0.595,-0.058,AssignWithSupport,0
EMP201288,Site Reliability Engineer,Engineering,Junior,Balanced,2006-12-27,18.87,26.0,26.0,1393994,0.0,1.74,1.4,1.42,1.74,0.17,0.32,0.156,36.68,0.815,6,2,0.222,1,2.0,0.0,1.07,8,0.871,2.77,3,7,0,Planning,158,1,3.97,-0.035,0.658,59.9,60.06,1.0,0.133,1.0,5,0,0.27,0.671,0.185,Medium,0.5,16.17,0.761,Urgent,1.0,0.301,Medium,-0.633,-0.09,AssignWithSupport,0
EMP201289,Business Analyst,Finance,Junior,Balanced,2010-05-12,15.5,15.5,12.81,600083,0.0,2.84,2.92,2.86,2.84,-0.04,-0.02,0.034,50.65,1.125,8,8,0.471,2,26.7,8.69,1.75,10,0.867,3.34,3,1,0,Development,70,2,3.66,-0.907,0.904,69.57,56.62,1.0,0.734,1.0,10,0,0.646,0.633,0.544,Medium,0.5,13.09,1.0,Medium,0.5,0.412,Medium,-1.041,-0.086,DoNotAssign,0
EMP201290,Engineering Manager,Engineering,Junior,Balanced,2024-12-15,0.9,3.0,3.0,332826,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,23.89,0.531,5,14,0.7,2,0.0,0.0,3.28,12,0.892,2.52,0,3,1,Maintenance,116,0,2.3,0.524,0.514,92.43,73.75,0.982,1.0,1.0,7,1,0.945,0.71,0.626,Medium,0.5,17.97,0.962,Low,0.25,0.21,Low,-0.254,-0.016,HighPriority,0
EMP201291,QA Engineer,Engineering,Junior,Balanced,2011-06-23,14.38,18.0,10.54,1439717,0.0,1.83,1.75,1.73,1.83,0.04,0.1,0.043,31.0,0.689,5,5,0.455,2,0.0,3.12,1.1,9,0.737,1.94,0,3,0,Development,34,0,4.2,0.124,0.568,59.57,59.38,1.0,0.395,1.0,5,0,0.312,0.565,0.332,Low,0.25,10.86,0.891,Low,0.25,0.329,Medium,-0.672,-0.07,AssignWithSupport,0
EMP201292,Product Manager,Other,Mid,Balanced,2011-11-19,13.98,14.0,14.0,1030068,0.0,2.86,3.22,3.21,2.86,-0.18,-0.35,0.167,20.0,0.444,5,8,0.571,0,0.0,0.0,3.13,7,0.697,3.33,2,14,0,Development,46,2,2.07,0.046,0.464,82.67,60.08,0.882,0.733,1.0,10,4,1.0,0.361,0.908,Low,0.25,7.67,0.74,Low,0.25,0.199,Low,-0.397,-0.038,Assign,0
EMP201293,Account Manager,Sales,Mid,Balanced,2008-12-15,16.9,21.0,13.04,1852705,0.0,1.19,1.37,1.45,1.19,-0.09,-0.26,0.109,58.21,1.293,10,9,0.45,3,59.3,2.73,2.7,14,0.609,8.5,1,3,0,Development,8,0,4.93,-0.582,1.0,43.22,30.44,1.0,0.567,1.0,10,4,0.644,0.5,0.811,Critical,1.0,30.09,1.0,Medium,0.5,0.518,Medium,-1.8,-0.123,DoNotAssign,0
EMP201294,Research Scientist,R&D,Senior,Resilient,2021-10-30,4.03,6.0,4.05,3621389,0.002,2.64,3.05,2.94,2.64,-0.205,-0.3,0.173,53.84,0.957,7,15,0.652,2,47.7,2.88,0.64,10,0.916,3.2,1,3,0,Development,91,3,3.5,-0.231,0.544,83.29,74.12,0.634,0.63,1.25,10,0,0.561,0.696,0.243,High,0.75,26.7,0.478,High,0.75,0.332,Medium,-1.207,-0.135,DoNotAssign,0
EMP201295,HR Associate,HR,Junior,Resilient,2010-10-01,15.11,19.0,12.59,600915,0.0,4.72,4.58,4.89,4.72,0.07,-0.17,0.127,39.05,0.694,5,11,0.647,3,1.4,4.28,0.96,8,0.95,4.59,3,30,0,Development,35,1,1.0,0.396,0.32,109.68,86.72,1.0,0.576,1.25,7,0,0.477,0.71,0.247,High,0.75,16.33,0.936,Medium,0.5,0.19,Low,-0.345,-0.019,Assign,0
EMP201296,Engineering Manager,Engineering,Junior,Balanced,2011-11-21,13.97,18.0,10.0,909817,0.0,3.88,3.96,4.07,3.88,-0.04,-0.19,0.078,31.8,0.707,5,20,0.769,1,0.0,0.0,3.13,9,0.857,1.93,2,30,1,Development,72,0,2.36,0.209,0.587,78.93,71.42,1.0,0.927,1.0,20,3,1.0,0.414,0.782,Critical,1.0,23.49,0.753,High,0.75,0.222,Low,-0.576,-0.147,AssignWithSupport,1
EMP201297,Senior Software Engineer,Engineering,Junior,Resilient,2013-08-23,12.22,14.0,11.47,1106674,0.0,4.17,4.18,4.51,4.17,-0.005,-0.34,0.158,30.44,0.541,7,23,0.742,2,0.0,6.3,0.88,7,0.95,2.36,0,1,0,Development,97,3,1.71,0.684,0.276,106.28,95.31,1.0,0.565,1.25,10,0,0.616,0.609,0.276,Medium,0.5,21.47,0.977,Urgent,1.0,0.171,Low,-0.482,-0.0,Assign,0
EMP201298,Data Scientist I,DataScience,Mid,Balanced,2014-01-18,11.81,19.0,12.99,1523591,0.0,2.72,2.9,2.45,2.72,-0.09,0.27,0.185,28.8,0.64,5,13,0.684,2,0.0,2.24,0.36,9,0.946,3.11,2,1,0,Development,213,5,3.84,0.004,0.758,73.42,62.21,1.0,0.835,1.0,10,0,0.455,0.707,0.178,High,0.75,18.18,1.0,High,0.75,0.297,Low,-0.706,-0.178,AssignWithSupport,1
EMP201299,Operations Manager,Operations,Mid,Sensitive,2013-07-31,12.28,13.0,11.8,1444490,0.0,2.85,2.6,2.76,2.85,0.125,0.09,0.103,72.73,1.902,10,19,0.633,2,90.7,7.96,2.53,15,0.757,6.31,4,30,0,Development,186,1,4.51,-0.202,0.969,66.28,16.65,1.0,0.614,0.85,15,2,1.0,0.392,0.79,High,0.75,19.17,0.948,High,0.75,0.525,Medium,-1.8,-0.075,DoNotAssign,0
EMP201300,C-Level Executive,Executive,Junior,Balanced,2015-07-05,10.35,16.0,11.72,769024,0.0,1.76,1.82,1.77,1.76,-0.03,-0.01,0.026,20.0,0.444,6,11,0.611,0,0.0,1.86,2.18,8,0.74,1.51,4,7,0,Development,172,1,3.26,-0.12,0.541,51.78,69.52,0.959,0.318,1.0,3,4,0.615,0.808,0.738,Low,0.25,12.46,0.666,Urgent,1.0,0.25,Low,-0.518,-0.11,AssignWithSupport,0
EMP201301,DevOps Engineer,Engineering,Lead,Sensitive,2021-12-27,3.87,9.0,3.88,6641178,0.003,2.26,1.93,2.37,2.26,0.165,-0.11,0.187,26.0,0.68,4,15,0.75,3,0.0,0.0,0.56,5,0.873,4.93,2,30,0,Testing,190,4,4.89,-0.636,1.0,69.45,27.6,0.82,0.743,0.85,5,0,0.45,0.566,0.1,Medium,0.5,17.34,0.617,High,0.75,0.372,Medium,-0.595,-0.096,AssignWithSupport,1
EMP201302,Senior Data Scientist,DataScience,Junior,Balanced,2022-02-02,3.77,11.0,4.69,889046,0.0,2.8,2.88,2.66,2.8,-0.04,0.14,0.091,42.16,0.937,6,16,0.696,2,14.1,0.53,0.81,11,0.832,4.37,4,14,0,Maintenance,101,2,3.13,0.368,0.728,71.85,45.17,1.0,1.0,1.0,10,0,0.505,0.723,0.243,High,0.75,30.76,0.827,High,0.75,0.298,Low,-0.833,-0.088,AssignWithSupport,0
EMP201303,C-Level Executive,Executive,Mid,Resilient,2021-08-26,4.21,7.0,5.32,1181968,0.001,2.63,2.44,2.84,2.63,0.095,-0.21,0.163,89.71,1.595,14,29,0.659,1,120.0,12.05,3.4,23,0.738,6.26,0,7,0,Planning,128,0,2.78,0.119,0.559,70.83,54.83,0.77,0.967,1.25,7,6,0.836,0.908,1.0,High,0.75,16.72,0.643,Low,0.25,0.452,Medium,-1.44,-0.1,DoNotAssign,1
EMP201304,Research Scientist,R&D,Mid,Resilient,2007-02-10,18.75,19.0,14.27,911699,0.0,3.18,3.22,2.89,3.18,-0.02,0.29,0.147,57.81,1.028,10,11,0.5,3,62.8,1.24,1.04,14,0.895,4.55,2,1,0,Development,7,0,3.19,-0.163,0.546,80.87,65.72,1.0,0.532,1.25,7,0,0.63,0.772,0.452,Critical,1.0,25.7,1.0,High,0.75,0.354,Medium,-1.394,-0.02,DoNotAssign,0
EMP201305,Data Scientist I,DataScience,Senior,Resilient,2021-09-05,4.18,12.0,4.34,2402637,0.001,2.82,3.03,3.05,2.82,-0.105,-0.23,0.104,24.85,0.442,4,11,0.688,2,6.3,0.0,0.18,6,0.95,2.2,4,3,1,Testing,43,2,2.68,0.724,0.431,98.33,89.21,0.83,0.566,1.25,10,0,0.528,0.868,0.145,High,0.75,18.09,0.626,Low,0.25,0.171,Low,-0.7,-0.051,AssignWithSupport,0
EMP201306,Software Engineer I,Engineering,Mid,Struggling,2007-07-06,18.35,20.0,14.59,580667,0.0,4.44,4.29,4.24,4.44,0.075,0.2,0.085,50.33,1.598,7,23,0.742,0,34.2,0.0,1.31,14,0.95,4.38,4,30,0,Development,178,3,5.0,0.22,0.969,44.78,39.12,1.0,0.703,0.7,7,0,0.472,0.653,0.144,Low,0.25,10.81,0.793,High,0.75,0.411,Medium,-1.721,-0.0,DoNotAssign,1
EMP201307,Data Scientist II,DataScience,Senior,Resilient,2007-08-09,18.26,19.0,16.15,1993815,0.0,3.79,3.8,3.41,3.79,-0.005,0.38,0.182,25.03,0.445,5,10,0.625,1,18.0,5.13,0.99,6,0.95,1.77,3,7,0,Planning,23,0,2.07,-0.09,0.274,106.77,97.84,1.0,0.539,1.25,3,0,0.382,0.691,0.293,Medium,0.5,12.56,1.0,Low,0.25,0.193,Low,-0.407,-0.06,Assign,0
EMP201308,HR Associate,HR,Junior,Balanced,2024-10-08,1.09,3.0,2.35,863112,0.001,2.97,2.92,3.12,2.97,0.025,-0.15,0.085,20.0,0.444,6,9,0.562,2,5.8,0.0,0.21,9,0.95,1.84,2,7,0,Development,57,2,3.6,-0.166,0.532,82.04,75.41,0.435,0.817,1.0,7,0,0.284,0.791,0.104,High,0.75,24.49,0.418,Medium,0.5,0.262,Low,-0.479,-0.026,AssignWithSupport,0
EMP201309,Data Scientist II,DataScience,Senior,Resilient,2022-02-03,3.77,4.0,4.0,3411303,0.003,3.48,3.64,3.62,3.48,-0.08,-0.14,0.071,23.0,0.409,4,13,0.722,0,0.0,0.0,0.76,9,0.95,1.57,0,7,0,Testing,17,3,1.3,0.472,0.089,86.18,100.0,0.793,1.0,1.25,5,0,0.419,0.577,0.301,Low,0.25,22.21,0.708,Medium,0.5,0.117,Low,-0.267,-0.023,Assign,0
EMP201310,Sales Executive,Sales,Junior,Resilient,2016-07-10,9.34,13.0,7.49,965103,0.0,3.47,3.36,3.48,3.47,0.055,-0.01,0.054,23.66,0.421,5,19,0.76,2,0.0,0.0,0.46,6,0.95,1.51,3,14,0,Planning,102,5,1.65,0.298,0.232,95.81,87.03,1.0,0.814,1.25,5,0,0.442,0.85,0.1,Critical,1.0,22.07,0.91,Urgent,1.0,0.15,Low,-0.346,-0.087,Assign,0
EMP201311,Sales Executive,Sales,Senior,Balanced,2023-04-02,2.61,4.0,3.69,2541059,0.002,2.7,3.31,3.02,2.7,-0.305,-0.32,0.249,42.86,0.952,8,14,0.609,2,13.7,0.0,0.66,14,0.95,5.95,3,30,1,Testing,46,2,4.02,-0.379,0.901,73.28,54.65,0.824,0.936,1.0,3,0,0.222,0.682,0.1,High,0.75,19.72,0.89,High,0.75,0.372,Medium,-0.918,-0.162,AssignWithSupport,0
EMP201312,Marketing Manager,Marketing,Mid,Balanced,2025-08-20,0.22,2.0,2.0,1323066,0.003,2.51,2.61,2.53,2.51,-0.05,-0.02,0.043,31.03,0.69,5,6,0.5,2,0.0,3.56,2.14,8,0.728,1.95,3,14,0,Development,100,2,3.09,-0.29,0.61,63.33,57.2,0.625,0.911,1.0,7,5,0.652,0.873,0.469,High,0.75,20.74,0.877,Low,0.25,0.306,Medium,-0.59,-0.141,AssignWithSupport,0
